id,rc_reg_crse_insttn,rc_regcrs_deparmnt_crm,rc_crse_title,rc_crse_numbr,rc_crse_cdt_lvl,rc_crse_cdt_hrs,rc_cnthrs_editn,rc_cnthrs_strt_dat,rc_cnthrs_end_dat,rc_cnthrs_strt_yr,rc_cnthrs_end_yr,rc_cnthrs_strt_sem,rc_cnthrs_end_sem,rc_cnthrs_strt_qurtr,rc_cntnthrs_end_qtr,data_discrpncy_final_dta,rc_final_data_course_name,rc_rgsd_numbr,rc_rgs_typ_fnl,third_edition_cr_number,alterations,rc_cntnt_alloc_a1,rc_cnt_alloc_b1,rc_cntn_alloc_type_c1,rc_cnt_alloc_c2,rc_cntn_alloc_type_d1,rc_cntn_alloc_type_d2,rc_cntn_alloc_type_d3,rc_cntn_alloc_type_d4,rc_cntn_alloc_type_d5v,rc_cntn_alloc_type_e1,rc_cntn_alloc_type_5av,rc_cntn_alloc_type_5d,rc_cntn_alloc_type_5g,rc_cntn_alloc_type_5h,rc_cntn_alloc_type_5e,rc_cntn_alloc_type_5b,rc_cntn_alloc_type_5c,rc_cntn_alloc_type_5f
9a88b35c-e9e6-41f9-a1b7-9e1c23c6fba2 Fifth Edition,Northern Illinois University,Special Education,functional analysis and behavioral assessment,SESE 603,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4230 BCBA,4230, BCBA,,,,,,,,,,,,,,10,,,,30,5,
c06e34e0-956f-40b3-9a9a-e4cc801ad5ed Fifth Edition,University of Virginia,"Curriculum, Instruction and Special Education","Behavioral Observation, Measurement, and Analysis",EDIS 5134,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4473 BCBA,4473, BCBA,,,,,,,,,,,,,,,,,,45,,
20c8e7e8-2e44-46db-9a56-f8cd018f5745 Fifth Edition,Montana State University - Billings,Education,Ethics in Education and Human Services,SPED 515,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4124 BCBA,4124, BCBA,,,,,,,,,,,,,45,,,,,,,
8ccbbf09-fa2a-48b2-b845-bf9a54c0bc00 Fifth Edition,SEEK Applied Behavior Analysis Association - Taiwan,Behavior Analysis,Measurement & Experimental Design,SBEH 102,Graduate,2,Fifth Edition,,,2018,,Fall,,,,,4396 BCaBA,4396, BCaBA,,,,,,,,,,,,,,,,,30,,,
195179e7-86b6-4115-892f-522fde8a0e02 Fifth Edition,Georgian Court University,Psychology,Measurement & Experimental Design,ABA 502,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4073 BCBA,4073, BCBA,,,,,,,,,,,,,,,,,45,,,
8a4540e9-97d7-4456-bc3a-9ab15f97118c Fifth Edition,Association for training in Neurodevelopment Monorodi,Monorodi,Philosophical Undepinnings & Concepts and Principles,ATHABA 1,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4262 BCaBA,4262, BCaBA,,,,,,,,,,,,,,,,45,,,,
657bd438-1b78-4a18-96f1-661f3f7acd4b Fifth Edition,CAPPDR-SEEK,SEEK ABA-Taiwan,Behavior Intervention,SBEH 104,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4081 BCaBA,4081, BCaBA,,,,,,,,,,,,,,,,,,,45,
0fad78f4-c058-4a91-aa5c-39acfd34a10f Fifth Edition,Pennsylvania State University Harrisburg,Psychology,Science & Foundations of Behavior,ABA 500,Graduate,3,Fifth Edition,,,2018,,Spring,,,,,4011 BCBA,4011, BCBA,,,,,,,,,,,,,,45,,,,,,
9539a88b-089f-4c31-98f1-a7c5193e609d Fifth Edition,Brigham Young University,Counseling Psychology and Special Education,Behavior assessment and intervention,CPSE 614,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4425 BCBA,4425, BCBA,,,,,,,,,,,,,,,,,,45,,
a0fcee25-2ec5-42ae-ab33-ee2cd53b1aef Fifth Edition,Kongju National University,Behavioral Psychology and Intervention,Ethics for Behavior Analysts,9608005,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4041 BCBA,4041, BCBA,,,,,,,,,,,,,45,,,,,,,
ab7edb80-3f25-42ae-af47-7055d3b68775 Fifth Edition,Georgian Court University,Psychology,Ethica and Professional Conduct,ABA 501,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4073 BCBA,4073, BCBA,,{Number:SPS6108}{Title:Seminar in Ethical Conduct for School Psychologists},,,,,,,,,,,45,,,,,,,
0cf25d25-e3f2-4d79-8578-c474643f8112 Fifth Edition,"Chicago School of Professional Psychology, The",Behavior Analysis,Behavior Change Procedures I,AB 556ON,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4499 BCBA - Online,4499, BCBA - Online,,,,,,,,,,,,,,,,,,,45,
86576e20-7085-4b14-b6fd-3efe48484ee4 Fifth Edition,ReykjavÃ­k University,Psychology,Ethics: BACB Compliance Code,E-704-ETHI,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4089 BCBA,4089, BCBA,,,,,,,,,,,,,45,,,,,,,
8178f104-df73-49d8-bf5e-e29eec043b89 Fifth Edition,Mary Baldwin University,Education/Psychology,Behavior Change Procedures II,ABA 516,Undergraduate,1,Fifth Edition,,,2019,,Fall,,,,,4006 BCaBA,4006, BCaBA,,,,,,,,,,,,,,,,,,,15,
2a966f7f-cb77-4fd9-9a2b-4f9bcdfdc459 Fifth Edition,Capilano University - Applied Behaviour Analysis - Autism Dept.,Applied Behavior Analysis - Autism,ABA I: Principles of Behavior,ABA 341,Undergraduate,3,Fifth Edition,,,2018,,Fall,,,,,4186 BCaBA,4186, BCaBA,,,,,,,,,,,,,,,,39,,6,,
43793735-8424-443c-9093-175e12e9bb6b Fifth Edition,Saint Louis University,School of Social Work,BehaviorChange and Ethics,ABA/SWRK 5749,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4055 BCBA,4055, BCBA,,{Number:ABA 5749}{Number:SWRK 5749},,,,,,,,,,,45,,,,,,,
1dee6702-629f-427e-acf8-6c7900b46885 Fifth Edition,Caldwell University,Applied Behavior Analysis,Organizational Behavior Management,ABA 624,Graduate,3,Fifth Edition,,,2019,,Spring,,,,,4169 BCBA,4169, BCBA,,,,,,,,,,,,,,,,,,,15,30
6c0d60a0-6c18-4c6d-bd3a-ea39c7ddf339 Fifth Edition,CAPPDR-SEEK,Behavior Analysis,Concepts & Principles of Behavior Analysis,SBEH 101,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4394 BCBA,4394, BCBA,,,,,,,,,,,,,,,45,,,,,
c2005810-e6ca-47d9-9fdd-6db4a04023e6 Fifth Edition,Pepperdine University,Psychology,Selecting and Implementing ABA-Based Interventions,ABA 625,Graduate,2,Fifth Edition,,,2018,,Fall,,,,,4414 BCBA,4414, BCBA,,,,,,,,,,,,,,,,,,,30,
818e7a0b-54de-4bc8-a0bc-0b80bce5e60d Fifth Edition,Queens College,Psychology,Developmental Disabilities II,PSY 720.02,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4285 BCBA,4285, BCBA,,,,,,,,,,,,,,,,,5,25,15,
4728e094-0f14-4a93-92a8-ef68164d3178 Fifth Edition,Sam Houston State University,"Language, Literacy, and Special Populations",Behavioral Asessment and Procedures,SPED 6307,Graduate,3,Fifth Edition,,,2019,,Spring,,,,,4179 BCBA,4179, BCBA,,{Number:SPED 6307},,,,,,,,,,,,,,,,45,,
61372829-4b1c-419f-a560-0faaa86dfcc2 Fifth Edition,Saint Joseph's University,Interdisciplinary Health Services Autism Behavioral Studies Major,Ethics and Professionalism in ABA,IHS102,Undergraduate,3,Fifth Edition,,,2018,,Fall,,,,,4266 BCaBA,4266, BCaBA,,,,,,,,,,,,,36,,,,,,,
98a08a12-22bb-40bf-bfaf-7b63f3088861 Fifth Edition,Queens College,Psychology,Seminar in Select topics: Learning & Behavior Analysis,PSY 791.3,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4285 BCBA,4285, BCBA,,,,,,,,,,,,,,30,,,,,10,
b57fde88-8384-4a88-85a2-160f90b18123 Fifth Edition,Tennessee Technological University,Curriculum and Instruction,Functional Analysis of Behavior,EDUB 6030,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4354 BCBA,4354, BCBA,,{Number:EDUB 7030},,,,,,,,,,,,15,,,,5,20,5
fc910b56-28ee-4ffb-ac9f-809706ab8096 Fifth Edition,University of Michigan - Dearborn,Education,Behavioral Assessment,EDC 580,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4451 BCBA,4451, BCBA,,,,,,,,,,,,,,,,,,45,,
4a60e878-796c-4a02-bd9a-d82e5aafb2bc Fifth Edition 9/1/2019 4:00:00 AM,Temple University,Education,concepts and Principles of Behavior Analysis,ABA 5304,Graduate,3,Fifth Edition,9/1/2019,,2018,,Spring,,,,,4004 BCBA,4004, BCBA,,{Number:PSY 5103},,,,,,,,,,,,,45,,,,,
e70be56d-ebff-4883-a866-9627f4ff5970 Fifth Edition,Behavior Momentum India,Behavior Analysis,Personnel Supervision and Management,BMI-8,Graduate,2,Fifth Edition,,,2018,,Fall,,,,,4067 BCBA,4067, BCBA,,,,,,,,,,,,,,,,,,,,30
d10c1572-ffc0-452d-9d67-b0be16f27797 Fifth Edition,Georgian Court University,Psychology,Applied Behavior Analysis II,ABA 512,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4073 BCBA,4073, BCBA,,,,,,,,,,,,,,,,,5,5,30,5
034fc77b-b54b-4d2d-aa95-6d3c99d30a86 Fifth Edition,Brock University,Applied Disability Studies,Topics in ABA: Diverse Applications of ABA,ADST 5V71,Graduate,3,Fifth Edition,,,2019,,Summer,,,,,4234 BCBA,4234, BCBA,,,,,,,,,,,,,,12,,,,6,27,
565afa58-dbb9-435d-b44d-d427b4d15a11 Fifth Edition,Our Sunny World,Applied Behavior Analysis,Functional Assessment and Behavior Correction Procedures,ABA003,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4080 BCaBA,4080, BCaBA,,,,,,,,,,,,,,,,,,25,20,
f643c6a6-1d17-465e-88d8-4f6941722792 Fifth Edition,Mary Baldwin University,Education/Psychology,ABA Personnel Management I,ABA 518,Undergraduate,1,Fifth Edition,,,2019,,Fall,,,,,4006 BCaBA,4006, BCaBA,,,,,,,,,,,,,,,,,,,,15
1671a6e4-2809-4c81-8ac3-cdcc6e4a081a Fifth Edition,"Chicago School of Professional Psychology, The",Dept of Applied Behavior Analysis-DC Campus,Behavior Assessment,AB 564DC,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4498 BCBA DC,4498, BCBA DC,,,,,,,,,,,,,,,,,,45,,
6a065514-7366-4a20-8861-03ef73e0ce42 Fifth Edition,University of Southern Maine,Psychology,Consultation and Collaboration Problem Solving,SPY 607,Graduate,2,Fifth Edition,,,2018,,Fall,,,,,4074 BCBA,4074, BCBA,,,,,,,,,,,,,,15,,,,,10,
8265892e-6756-4f0e-8bb9-a8e8f1ddbe4c Fifth Edition,Association for training in Neurodevelopment Monorodi,Monorodi,Philosophical Underpinnings & Concepts and Principles II,ATHABA 8,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4261 BCBA,4261, BCBA,,,,,,,,,,,,,,45,,,,,,
1b0f497b-cadd-48d4-88f6-9ab31ed82d54 Fifth Edition,ABA Training Solutions,,Behaviour Assessment,BACS 5003,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4509 BCBA,4509, BCBA,,,,,,,,,,,,,,,,,,45,,
094990ac-ffc7-4129-b387-51448f48c33b Fifth Edition,Florida Tech,Behavior Analysis,Introduction to Concepts & Principles of Behavior Analysis,BEH/BEHP 5041,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4038 BCBA,4038, BCBA,,{Number:BEH 5041}{Number:BEHP 5041},,,,,,,,,,,,,45,,,,,
ba5b9d8c-e48a-4176-b59c-e5acd76e1d17 Fifth Edition,Brock University,Applied Disability Studies,"ABA Measurement, Research, and Evaluation",ADST 5P70,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4234 BCBA,4234, BCBA,,,,,,,,,,,,,,,,,45,,,
33275455-e68f-498c-aed3-d88b2f6b4ab5 Fifth Edition,SEEK Applied Behavior Analysis Association - Taiwan,Behavior Analysis,Behavioral Assessment,SBEH 103,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4396 BCaBA,4396, BCaBA,,,,,,,,,,,,,,,,,,45,,
dbbc108a-c950-4be3-94b5-d77d56423e78 Fifth Edition,Behavior Momentum India,Behavior Analysis,Ethics,BMI-5,Graduate,2,Fifth Edition,,,2018,,Fall,,,,,4071 BCaBA,4071, BCaBA,,,,,,,,,,,,,30,,,,,,,
d17f14a8-3f54-4211-b427-85b9dd8dde86 Fifth Edition,University of Parma,"Dipartimento di Discipline Umanistiche, Sociali e delle Imprese Culturali",Personnel Supervision and Management,GCS-8,Graduate,2,Fifth Edition,,,2018,,Fall,,,,,4151 BCBA,4151, BCBA,,,,,,,,,,,,,,,,,,,,30
43851776-5190-47f7-9d22-1b53b3a0af9a Fifth Edition,California State University Northridge,Psychology,"Ethical Practice with Individuals, Families, and Multidisciplinary Teams",PSY 600,Graduate,3,Fifth Edition,,,2018,,Summer,,,,,4145 BCBA,4145, BCBA,,,,,,,,,,,,,45,,,,,,,
a0d7fe00-cb33-42fa-beb8-226dc0ee6e31 Fifth Edition,University of South Carolina,Special Education,Research and Ethics in Behavior Analysis,EDEX 717,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4049 BCBA,4049, BCBA,,,,,,,,,,,,,45,,,,,,,
37399057-616b-4122-bad5-e0573acf1db9 Fifth Edition,Behavior Momentum India,Behavior Analysis,Personnel Supervision and Management,BMI-8,Graduate,1,Fifth Edition,,,2018,,Fall,,,,,4067 BCBA,4067, BCBA,,,,,,,,,,,,,,,,,,,,15
dde59535-3d87-4926-9368-b917205a3267 Fifth Edition,ReykjavÃ­k University,Psychology,Philosophy of Behavior Analysis,E-708-PHIL,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4089 BCBA,4089, BCBA,,,,,,,,,,,,,,45,,,,,,
f9184e9c-e64e-410d-8c8f-b5fb23c7d68d Fifth Edition,"Chicago School of Professional Psychology, The",Applied Behavior Analysis,Profesional Ethics and Issues,AB 565CH,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4501 BCBA Chicago,4501, BCBA Chicago,,,,,,,,,,,,,45,,,,,,,
8955f7c6-e37b-4778-a961-68f103522b95 Fifth Edition,Our Sunny World,Applied behavior Analysis,Basic Principles of ABA,BEH001,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4079 BCBA,4079, BCBA,,,,,,,,,,,,,,,45,,,,,
a98599c6-a762-4edc-acec-1a068d082856 Fifth Edition,National Louis University,Behavior Analysis,Ethics in ABA,ABA 515,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4447 BCBA,4447, BCBA,,,,,,,,,,,,,45,,,,,,,
01de9711-669b-44d3-bd61-7da3067499ee Fifth Edition,Emirates College for Advanced Education,"Counseling, Special Education and Neuroscience",Advanced Concepts and Principles,EDUABA 8,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4508 BCBA,4508, BCBA,,,,,,,,,,,,,,,45,,,,,
dbbb50f8-6260-4e35-8d4b-0a6d4e215014 Fifth Edition,Pennsylvania State University Harrisburg,Psychology,Behavioral Interventionsin Autism & Developmental Disabilities,ABA 555,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4011 BCBA,4011, BCBA,,,,,,,,,,,,,,,,,,,15,
ca347d6e-e39d-40eb-b08c-1fad77b4350d Fifth Edition,CAPPDR-SEEK,Behavior Analysis,Advanced FBA and Intervention,SBEH 109,Graduate,1,Fifth Edition,,,2018,,Fall,,,,,4394 BCBA,4394, BCBA,,,,,,,,,,,,,,,,,15,,,
6ca89dbd-406a-4380-a353-6245a325241e Fifth Edition,Tennessee Technological University,Curriculum and Instruction,Ethics in ABA,EDUB 6060,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4274 BCBA,4274, BCBA,,{Number:EDUB 7060},,,,,,,,,,,45,,,,,,,
f5061efd-00d1-4310-94ff-31a93f06444f Fifth Edition,University of Parma,"Dipartimento di Discipline Umanistiche, Sociali e delle Imprese Culturali",Selecting and Implementing Interventions,GCS-6,Graduate,2,Fifth Edition,,,2018,,Fall,,,,,4151 BCBA,4151, BCBA,,,,,,,,,,,,,,,,,,,30,
0c7ce0a5-5f38-47a5-9c24-8f868e25a4ef Fifth Edition,National Louis University,Behavior Analysis,Concepts & Principles in ABA,ABA 500,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4447 BCBA,4447, BCBA,,,,,,,,,,,,,,,45,,,,,
02c01f20-c8c4-4578-a201-61146c22890f Fifth Edition,Brigham Young University,Counseling Psychology and Special Education,principles of behavior II,CPSE 603,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4425 BCBA,4425, BCBA,,,,,,,,,,,,,,,45,,,,,
4ab5de3c-bf91-4a55-b0ed-7eba01d1db35 Fifth Edition,Rollins College,Health Professions,Single-Subject Design,BACS 512,Graduate,3,Fifth Edition,,,2017,,Fall,,,,,4375 BCBA,4375, BCBA,,,,,,,,,,,,,,,,,45,,,
ca45edf5-f1a6-47e1-87f4-beafd64f1f2b Fifth Edition,University of Virginia,Curriculum Instruction and Special Education,Single Subject Research,EDIS 7330,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4472 BCaBA,4472, BCaBA,,,,,,,,,,,,,,,,,45,,,
0687517f-51f0-459d-8a43-39814690e064 Fifth Edition,Elms College,Communication Sciences and Disorders,Professional Practice of ABA,ABA 612,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4008 BCBA,4008, BCBA,,{Number:ABA 712},,,,,,,,,,,45,,,,,,,
9e89ec23-d880-408b-be29-2246fc7f6844 Fifth Edition,Behavior Momentum India,Behavior Analysis,Behaviour Assessment,BMI-3,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4067 BCBA,4067, BCBA,,,,,,,,,,,,,,,,,,45,,
0ff25eb5-829d-47fe-892e-407d7ebd86f1 Fifth Edition,Rowan University,Psychology,Ethics in ABA,PSY 02670,Graduate,3,Fifth Edition,,,2018,,Summer,,,,,4018 BCBA,4018, BCBA,,,,,,,,,,,,,45,,,,,,,
cf358c93-9693-49a2-baa6-0febb5a87f59 Fifth Edition,Salem State University,Psychology,ABA I,PSY 725,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4065 BCBA,4065, BCBA,,,,,,,,,,,,,,,45,,,,,
9f1cdefc-a8ef-45a5-a750-48ca71b79b71 Fifth Edition,Brock University,Applied Disability Studies,"Fundamental Elements, Concepts & Principles II",ADST 5P72,Graduate,3,Fifth Edition,,,2019,,Spring,,,,,4234 BCBA,4234, BCBA,,,,,,,,,,,,,,33,,,,9,3,
71c3f42b-b45c-4cd3-8583-d900c92d6581 Fifth Edition,Marquette University,Psychology,Concepts and Principles of Behavior / Transitional Foundations of Behavior,PSYCH 5820 / 6820 / 8810,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4503 BCBA,4503, BCBA,,{Number:PSYCH 6820}{Number:PSYCH 8810}{Number:PSYCH 5820},,,,,,,,,,,,,45,,,,,
c899695e-f39f-428a-a695-68e6b31d2b10 Fifth Edition,"Chicago School of Professional Psychology, The",Applied Behavior Analysis,Measurement and Design in Behavior Analysis,AB 545CH,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4501 BCBA Chicago,4501, BCBA Chicago,,,,,,,,,,,,,,,,,45,,,
3ce8ab73-7721-49e6-9bae-774f2d3ef2a4 Fifth Edition 8/1/2020 4:00:00 AM,University of South Florida,Child & Family Studies,Single Case Experimental Design,MHS 6744,Graduate,3,Fifth Edition,8/1/2020,,2018,,Fall,,,,,4358 BCaBA,4358, BCaBA,,,,,,,,,,,,,,,,,45,,,
59e013b3-c274-4991-aca5-a76298bfb8d8 Fifth Edition,University of Virginia,Curriculum Instruction and Special Education,Behavioral Intervention,EDIS 5135,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4472 BCaBA,4472, BCaBA,,,,,,,,,,,,,,,,,,,45,
87a8f2e9-4b60-48de-8aac-66ab5296a250 Fifth Edition,Caldwell University,Applied Behavior Analysis,Functional Behavior Assessment,ABA 615,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4169 BCBA,4169, BCBA,,,,,,,,,,,,,,,,,,30,15,
06584f31-d29b-4df2-9066-aa56f38016fc Fifth Edition,Our Sunny World,Applied Behavior Analysis,Advanced Behavioral Principles and Procedures,ABA004,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4080 BCaBA,4080, BCaBA,,,,,,,,,,,,,,,,20,15,,10,
4ec4f3f4-03ed-4f33-9c4b-a67d97aa5354 Fifth Edition,Montana State University - Billings,Education,ABA,SPED 520,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4124 BCBA,4124, BCBA,,,,,,,,,,,,,,,45,,,,,
5025390b-8414-4366-bd7a-74636e1aa667 Fifth Edition,University of West Florida,Center for Behavior Analysis,[SPRING 2020] Applied Behavior Analysis and Systems Support,EDF 6223,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4043 BCBA,4043, BCBA,,,,,,,,,,,,,,,,,,,45,
eb5b79bb-8893-447b-b66b-fcef15295a5f Fifth Edition,Western Michigan University,Department of Psychology,Behavioral Assessment,PSY 6260 / 6970,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4197 BCBA,4197, BCBA,,{Number:PSY 6970},,,,,,,,,,,,,,,,45,,
643cb0c1-31b9-46e5-915e-9b7ad532a2a8 Fifth Edition 8/28/2019 4:00:00 AM,Arcadia University,Education,Concepts and Principles of ABA,ED661A,Graduate,3,Fifth Edition,8/28/2019,12/15/2019,2018,,Fall,,,,,4088 BCBA,4088, BCBA,,,,,,,,,,,,,,,45,,,,,
401d35b3-6b26-4f11-8781-50b5d6a25945 Fifth Edition,University of Michigan - Dearborn,Education,Science and Human Behavior,EDC 622,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4451 BCBA,4451, BCBA,,,,,,,,,,,,,,45,,,,,,
6b1398e2-fcfb-4dbe-9ec2-ce79c582564a Fifth Edition,Arcadia University,Education,ABA Training and Supervising Human Service Staff,ED686A,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4088 BCBA,4088, BCBA,,,,,,,,,,,,,,,,,,,15,30
c3c676e7-ea28-4d5b-9ddd-3961dca8cf2c Fifth Edition,Lambton College,School of Community Studies & Liberal Arts,Parent and Staff Training,AUT 6012,Undergraduate,2,Fifth Edition,,8/31/2019,2018,,Summer,,,,,4205 BCaBA,4205, BCaBA,,,,,,,,,,,,,,,,,,,15,15
0b18405a-b895-4e33-96e3-b2102f040f9d Fifth Edition,University of Michigan - Dearborn,Education,Behavioral Assessment,EDC 480,Undergraduate,3,Fifth Edition,,,2018,,Fall,,,,,4452 BCaBA,4452, BCaBA,,,,,,,,,,,,,,,,,,45,,
fe07c146-08a7-4847-83b2-c305f7365898 Fifth Edition,University of Parma,"Dipartimento di Discipline Umanistiche, Sociali e delle Imprese Culturali",Ethics,GCS-5,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4151 BCBA,4151, BCBA,,,,,,,,,,,,,45,,,,,,,
6f341625-11e5-4910-a13d-8b05aba820dd Fifth Edition,"Associations for the Advancement of Radical Behavior Analysis and the Italian-American Association of Behavior Analysis and Modification, and Behavioral-Cognitive Therapy (AARBA-AIAMC)",AARBA-AIAMC,Ethics in ABA,Course 6,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4513 BCBA,4513, BCBA,,,,,,,,,,,,,45,,,,,,,
2e443636-d05d-4615-aceb-27edc2e26807 Fifth Edition,California State University Fresno,Psychology,Philosophy of Behavior nalysis,PSYCH 255T,Graduate,3,Fifth Edition,,,2019,,Spring,,,,,4246 BCBA,4246, BCBA,,,,,,,,,,,,,,45,,,,,,
9cd479b1-329c-4dd6-9390-1b214a67a983 Fifth Edition,University of West Florida,Center for Behavior Analysis,[FALL 2019] Foundations of Applied Behavior Analysis,EDF 6225,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4043 BCBA,4043, BCBA,,,,,,,,,,,,,,,45,,,,,
64b17d4e-65ac-4c85-affe-061e02304e76 Fifth Edition,Western Michigan University,Department of Psychology,Conditioning and Learning,PSY 6100,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4197 BCBA,4197, BCBA,,,,,,,,,,,,,,,45,,,,,
6fd3bff0-7ac8-4dc8-810a-461510f7b8c6 Fifth Edition,Regis College,Psychology,Concepts and Principles I,ABA 601,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4047 BCBA,4047, BCBA,,,,,,,,,,,,,,,45,,,,,
adf63ab5-e728-4389-9ff7-1082d2298085 Fifth Edition,Michigan School of Psychology,Psychology,Behavioral Intervention,PSYC 655,Graduate,4,Fifth Edition,,,2018,,Fall,,,,,4426 BCBA,4426, BCBA,,,,,,,,,,,,,,,,,,,60,
70dc2dfb-be78-46cf-8b41-4fb869d40941 Fifth Edition,Lambton College,School of Community Studies & Liberal Arts,Introduction to ABA,AUT 5004,Undergraduate,4,Fifth Edition,,8/31/2019,2018,,Summer,,,,,4205 BCaBA,4205, BCaBA,,,,,,,,,,,,,,,,45,15,,,
ec8a8186-1bef-4f9d-ae8d-5691eb659c68 Fifth Edition,University of Texas at San Antonio,Educational Psychology,"Legal, Ethical & Professional Issues in School Psychology",EDP 6033,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4522 BCBA,4522, BCBA,,,,,,,,,,,,,45,,,,,,,
ca56e5e2-bd9f-4a2e-84a6-f891a04e9861 Fifth Edition,Lindenwood University,Educational Leadership,Behavior Change Procedures in ABA,EDSBA 53000,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4175 BCBA,4175, BCBA,,{Number:EDS 63000},,,,,,,,,,,,,,,,,45,
156d081d-9beb-4794-a90f-ee70e34a32d3 Fifth Edition,Lambton College,School of Community Studies & Liberal Arts,Ethics and Professionalism,AUT 5042,Undergraduate,2,Fifth Edition,,8/31/2019,2018,,Summer,,,,,4205 BCaBA,4205, BCaBA,,,,,,,,,,,,,30,,,,,,,
8fca2045-9a8b-4a6f-aa93-f075b3339d44 Fifth Edition,Montana State University - Billings,Education,Best Practice Teaching Students with Emot. & Beh. Disorders,SPED 550,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4124 BCBA,4124, BCBA,,,,,,,,,,,,,,,,,,,30,15
631c5f14-1081-4325-a9cb-8caf51c46e4c Fifth Edition,American University of Beirut,Psychology,Behaviour Assessment,GCS-3,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4506 BCBA,4506, BCBA,,,,,,,,,,,,,,,,,,45,,
7cacfdd3-411e-472c-aed1-93688657725a Fifth Edition,Azerbaijan Agdam Social College,Department of Additional and Continuing Education,Ethics,SKA-5,Undergraduate,2,Fifth Edition,,,2018,,Fall,,,,,4511 BCaBA,4511, BCaBA,,,,,,,,,,,,,30,,,,,,,
eb7b1c1c-586a-43d6-860b-fb6ed0ea2078 Fifth Edition,Rowan University,Psychology,Basic Principles of Behavior,PSY 02500,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4018 BCBA,4018, BCBA,,,,,,,,,,,,,,,45,,,,,
cd02d416-dda2-4c5a-a35d-fb9b55856f85 Fifth Edition,University of Waikato,,ABA: Theories and Issues,PSYC 560,Graduate,3,Fifth Edition,,,2018,,Fall,,,,,4143 BCBA,4143, BCBA,,,,,,,,,,,,,,30,,,,,10,5
5094ac75-917c-41d7-96d4-4387c6cf8221 Fifth Edition,Saint Joseph's University,Interdisciplinary Health Services Autism Behavioral Studies Major,Single Subject Research in ABA,IHS202,Undergraduate,2,Fifth Edition,,,2018,,Fall,,,,,4266 BCaBA,4266, BCaBA,,,,,,,,,,,,,,,,,30,,,
