RC Institution,RC Department,RC Registered Course Name,VCS #,VCS Name,Course Title,Course Number,Course Credit level,Course Credit Hours,Edition,Alternate Course Values,Start Date,End Date,Start Year,End Year,Start Semester,End Semester,Start Quarter,End Quarter,A1,B1,C1,C2,D1,D2,D3,D4,D5,E1,5A,5B (B1),5B (B2),5B (B3),5C1-C2,5D1,5D2-D5 (D2),5D2-D5 (D3)
University of Nevada Las Vegas,Ed and Clinical Studies,4267 BCBA,4267, BCBA,Advanced Educational Strategies for Students with Autism Spectrum Disorders,ESP 739,Graduate,3,Fourth Edition,{Title:Adv Strat for Autism},,,2015,,Spring,,,,,6,6,,13,5,,,,15,,,,,,,,
University of Nevada Reno,Psychology,4292 BCBA,4292, BCBA,Advanced Special Topics: Ethics and Professional Issues,PSY 699,Graduate,45,Fourth Edition,{Title:PSY 699}{Title:Adv Special Topics},,,2016,,Summer,,,,45,,,,,,,,,,,,,,,,,
University of Nevada Reno,Psychology,4292 BCBA,4292, BCBA,Verbal Behavior Applications (Spring 2014),PSY: 760,Graduate,3,Fourth Edition,{Title:Verbal behav appl},,,2014,,Spring,,,,,,,,5,15,5,5,5,10,,,,,,,,
University of Nevada Reno,Psychology,4445 BCaBA,4445, BCaBA,Elementary Analysis of Behavior,Psy 205,Undergraduate,45,Fourth Edition,{Title:Principles}{Title:Elementary principles of Behavior},9/1/2016,,2017,,Spring,,,,,20,,2,2,10,2,2,,7,,,,,,,,
University of Nevada Reno,Psychology,4292 BCBA,4292, BCBA,Advanced Special Topics: Ethics and Professional Issues,PSY: 699,Graduate,3,Fourth Edition,{Title:Ethics and Pro Issues},,,2014,,Spring,,,,45,,,,,,,,,,,,,,,,,
University of Nevada Reno,Psychology,51120 BCBA,51120, BCBA,Behavioral Interventions,PSY 783,Graduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,,,,,,45,
University of Nevada Reno,Psychology,4323 BCaBA,4323, BCaBA,Behavior Assessment (Spring 2014),PSY: 713,Graduate,3,Fourth Edition,{Title:Behavioral assess},,,2014,,Spring,,,,,,5,,30,10,,,,,,,,,,,,
University of Nevada Reno,Psychology,4292 BCBA,4292, BCBA,PSY 695: Ethics in Psychology (Fall 2017),PSY 695,Graduate,45,Fourth Edition,{Number:PSY 695}{Title:Ethics in Psychology},,,2017,,Fall,,,,45,,,,,,,,,,,,,,,,,
University of Nevada Reno,Psychology,4292 BCBA,4292, BCBA,PSY 723: Applied Research Methods I (Spring 2016),PSY 723,Graduate,45,Fourth Edition,{Number:PSY 723}{Title:Appld Rsrch Method I},,,2016,,Spring,,,,,,15,20,,,,,,10,,,,,,,,
University of Nevada Reno,Psychology,51120 BCBA,51120, BCBA,Behavior Management and Consultation,PSY 767,Graduate,3,Fifth Edition,{Title:Behavior Management & Consultation},8/1/2019,,,,,,,,,,,,,,,,,,,,,,,,15,30
University of Nevada Reno,Education,51001 BCBA,51001, BCBA,Behavioral Systems in Education,EDSP 687,Graduate,3,Fifth Edition,,,,,,,,,,,,,,,,,,,,,,,,,,12,18
University of Nevada Reno,Psychology,4292 BCBA,4292, BCBA,Advanced Special Topics: Methods in Applied Behavior Analysis,PSY 699,Graduate,45,Fourth Edition,{Number:PSY 699}{Title:Adv Special Topics},,,2017,,Fall,,,,,,15,20,,,,,,10,,,,,,,,
University of Nevada Reno,Psychology,4292 BCBA,4292, BCBA,Advanced Special Topics: Research Methods,PSY 699,Graduate,45,Fourth Edition,{Number:PSY 699}{Title:Adv Special Topics Topic: Research Methods},,,2014,,Fall,,,,,,15,20,,,,,,10,,,,,,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Principles in Behavior Analysis,PSY609,Graduate,3,Fourth Edition,{Title:Beh Princ}{Title:Principles of Behavior},,,2009,,Fall,,,,,45,,,,,,,,,,,,,,,,
University of Nevada Reno,Psychology,4292 BCBA,4292, BCBA,Advanced Special Topics: Research Methods,PSY: 699,Graduate,3,Fourth Edition,{Title:Rsch Meth appl},,,2014,,Spring,,,,,,15,20,,,,,,10,,,,,,,,
University of Nevada Reno,Psychology,4445 BCaBA,4445, BCaBA,Radical Behaviorism,Psy473,Undergraduate,45,Fourth Edition,{Title:Radical},,,2017,,Spring,,,,,,,,,,,,,15,,,,,,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Adv Special Topics: Ethics in Psychology,PSY 699,Graduate,3,Fourth Edition,,,,,,,,,,45,,,,,,,,,,,,,,,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Advanced Behavior Management in Severe Dissabilities,EDSP721,Graduate,45,Fourth Edition,{Number:EDSP721},,,2009,,Fall,,,,,,,,,15,,,10,20,,,,,,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Radical Behaviorism,PSY673,Graduate,45,Fourth Edition,{Number:Psy 673}{Title:Radical Beh},,,2009,,Fall,,,,,,,,,20,,10,,15,,,,,,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Behavior Management & Consultation,Psy767,Graduate,3,Fourth Edition,{Number:PSY767}{Title:Beh Man & Cons},,,2009,,Fall,,,,,,,,,15,10,10,10,,,,,,,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Research Methods in Applied Behavior Analysis,PSY699,Graduate,45,Fourth Edition,{Number:Psy699}{Title:Beh Res Methods},,,2009,,Fall,,,,,,25,20,,,,,,,,,,,,,,
University of Nevada Reno,Psychology,4323 BCaBA,4323, BCaBA,Behavioral Interventions (Spring 2014),PSY: 783,Graduate,3,Fourth Edition,{Title:Behavioral Interventions},,,2014,,Spring,,,,,,,,,35,5,5,,,,,,,,,,
University of Nevada Reno,Psychology,51119 BCaBA,51119, BCaBA,Principles of Behavior,PSY 609,Undergraduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,,45,,,,,
University of Nevada Reno,Psychology,51120 BCBA,51120, BCBA,Behavioral and Systems Assessment,PSY 713,Graduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,,,,,45,,
University of Nevada Reno,Education,51001 BCBA,51001, BCBA,Teaching Students with Intellectual Disabilities,EDSP 667,Graduate,3,Fifth Edition,,,,,,,,,,,,,,,,,,,,,,,,,,30,6
University of Nevada Reno,Psychology,4292 BCBA,4292, BCBA,PSY 695: Advanced Special Topics,PSY 695,Graduate,45,Fourth Edition,{Number:PSY 695}{Title:Ethics in Psychology},,,2014,,Spring,,,,45,,,,,,,,,,,,,,,,,
University of Nevada Reno,Psychology,4445 BCaBA,4445, BCaBA,Applied Behavior Analysis,Psy407,Undergraduate,45,Fourth Edition,{Title:ABA},,,2017,,Summer,,,,,4,2,1,8,16,3,1,1,7,,,,,,,,
University of Nevada Reno,Psychology,51119 BCaBA,51119, BCaBA,Behavior Management & Consultation,PSY 767,Undergraduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,,,,,,15,30
University of Nevada Reno,Psychology,4323 BCaBA,4323, BCaBA,Principles of Behavior (Spring 2014),PSY: 609,Graduate,3,Fourth Edition,{Title:Pin Behavior Analysis},,,2014,,Spring,,,,,45,,,,,,,,,,,,,,,,
University of Nevada Reno,Psychology,4323 BCaBA,4323, BCaBA,Ethics and Professional Issues (Spring 2014),PSY: 699,Graduate,3,Fourth Edition,{Title:Ethics and Pro Issues},,,2014,,Spring,,,,20,,,,,,,,5,5,,,,,,,,
University of Nevada Reno,Education,51001 BCBA,51001, BCBA,Principles of Behavior Analysis in Special Education,EDSP 686,Graduate,3,Fifth Edition,,,,,,,,,,,,,,,,,,,,,,45,,,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Behavioral Assessment,PSY713,Graduate,3,Fourth Edition,{Number:Psy713}{Title:Beh Asses},,,2009,,Fall,,,,,,,,30,5,10,,,,,,,,,,,
University of Nevada Reno,Education,51001 BCBA,51001, BCBA,Special  Topics in Advanced Educational Measurement and Statistics - Single - Case Design & Analysis,EDRS 771,Graduate,3,Fifth Edition,,,,,,,,,,,,,,,,,,,,,,,,45,,,
University of Nevada Reno,Education,51001 BCBA,51001, BCBA,Assessment of Individuals with Severe Disabilities,EDSP 719,Graduate,3,Fifth Edition,,,,,,,,,,,,,,,,,,,,3,,,,,42,,
University of Nevada Reno,Psychology,51120 BCBA,51120, BCBA,Ethics in Psychology,PSY 695,Graduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,45,,,,,,,
University of Nevada Reno,Psychology,4323 BCaBA,4323, BCaBA,PSY 723: Applied Research Methods I (Spring 2016),PSY 723,Graduate,3,Fourth Edition,{Title:Appld Rsrch Method I}{Number:PSY 723},,,2016,,Spring,,,,,,15,20,,,,,,10,,,,,,,,
University of Nevada Reno,Psychology,4323 BCaBA,4323, BCaBA,PSY 699: Advanced Special Topics (Summer 2016),PSY 699,Graduate,3,Fourth Edition,{Number:PSY 699}{Title:Adv Special Topics},,,2016,,Summer,,,,20,,,,,,5,,,5,,,,,,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Principles in Behavior Analysis,PSY 609R,Graduate,3,Fourth Edition,{Title:Prin Behavior Analysis},,,2009,,Fall,,,,,45,,,,,,,,,,,,,,,,
University of Nevada Reno,Psychology,4323 BCaBA,4323, BCaBA,PSY 723: Applied Research Methods I (Spring 2017),PSY 723,Graduate,3,Fourth Edition,{Number:PSY 723}{Title:Appld Rsrch Method I},,,2017,,Spring,,,,,,15,20,,,,,,10,,,,,,,,
University of Nevada Reno,Psychology,4292 BCBA,4292, BCBA,PSY 723: Applied Research Methods I (Spring 2017),PSY 723,Graduate,45,Fourth Edition,{Number:PSY 723}{Title:Appld Rsrch Method I},,,2017,,Spring,,,,,,15,20,,,,,,10,,,,,,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Behavioral & Systm Assess,PSY 713,Graduate,3,Fourth Edition,,,,2009,,Fall,,,,,,,,30,5,10,,,,,,,,,,,
University of Nevada Reno,Education,51001 BCBA,51001, BCBA,Philosophical Foundations of Behavior Analysis in Education,EDSP 727,Graduate,3,Fifth Edition,,,,,,,,,,,,,,,,,,,,,45,,,,,,
University of Nevada Reno,Psychology,4323 BCaBA,4323, BCaBA,PSY 699: Advanced Special Topics: Research Methods (Fall 2014),PSY 699,Graduate,3,Fourth Edition,{Number:PSY 699}{Title:Adv Special Topics Topic: Research Methods},,,2014,,Fall,,,,,,15,20,,,,,,10,,,,,,,,
University of Nevada Reno,Psychology,4292 BCBA,4292, BCBA,Behavioral and Systems Assessment,PSY: 713,Graduate,3,Fourth Edition,{Title:Behavioral assess}{Title:Behavior Assessment (Spring 2014)},1/1/2014,,2014,,Spring,,,,,,5,,25,10,,,5,,,,,,,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Contemporary Issues in Psychology: Behavior Analysis and Ethics,Psy761,Graduate,3,Fourth Edition,,,,,,,,,,45,,,,,,,,,,,,,,,,,
University of Nevada Reno,Psychology,51120 BCBA,51120, BCBA,Research Methods in Behavior Analysis,PSY 701,Graduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,,,,45,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Ethics in Psychology/Contemporary Issues in Psychology: Behavior Analysis and Ethics,PSY695/761,Graduate,3,Fourth Edition,{Number:PSY695}{Number:PSY761}{Title:Ethics in Psychology},,,2015,,Fall,,,,45,,,,,,,,,,,,,,,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Behavioral Interventions,PSY783,Graduate,3,Fourth Edition,{Number:PSY783}{Title:Beh Interventions},,,2009,,Fall,,,,,,,,,25,,10,10,,,,,,,,,
University of Nevada Reno,Psychology,51119 BCaBA,51119, BCaBA,Ethics in Psychology,PSY 695,Undergraduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,45,,,,,,,
University of Nevada Reno,Psychology,4323 BCaBA,4323, BCaBA,PSY 695: Ethics in Psychology (Fall 2017),PSY 695,Graduate,3,Fourth Edition,{Number:PSY 695}{Title:Ethics in Psychology},,,2017,,Fall,,,,20,,,,,,5,,,5,,,,,,,,
University of Nevada Reno,Psychology,4323 BCaBA,4323, BCaBA,PSY 699: Advanced Special Topics (Fall 2017),PSY 699,Graduate,3,Fourth Edition,{Number:PSY 699}{Title:Adv Special Topics},,,,,,,,,,,15,20,,,,,,10,,,,,,,,
University of Nevada Reno,Psychology,51120 BCBA,51120, BCBA,Radical Behaviorism,PSY 673,Graduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,45,,,,,,
University of Nevada Reno,Education,51001 BCBA,51001, BCBA,Ethics in Special Education and Behavior Analysis,EDSP 728,Graduate,3,Fifth Edition,,,,,,,,,,,,,,,,,,,,45,,,,,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Research Methods in Applied Behavior Analysis,PSY 699,Graduate,3,Fourth Edition,{Title:Adv. Special Topics: Research Methods},,,2009,,Fall,,,,,,25,20,,,,,,,,,,,,,,
University of Nevada Reno,Psychology,51119 BCaBA,51119, BCaBA,Behavioral Interventions,PSY 783,Undergraduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,,,,,,45,
University of Nevada Reno,Psychology,4292 BCBA,4292, BCBA,Advanced Special Topics: Ethics and Professional Issues,PSY 699,Graduate,45,Fourth Edition,{Number:PSY 699}{Title:Adv Special Topics Topic: Ethics & Professional Issues},,,2014,,Spring,,,,45,,,,,,,,,,,,,,,,,
University of Nevada Reno,Psychology,4292 BCBA,4292, BCBA,Principles in Behavior Analysis,PSY: 609,Graduate,3,Fourth Edition,{Title:Pin Behavior Analysis}{Title:Principles of Behavior},1/1/2014,,2014,,Spring,,,,,45,,,,,,,,,,,,,,,,
University of Nevada Reno,Psychology,4445 BCaBA,4445, BCaBA,Principles of Psychological Assessment,Psy 481,Undergraduate,45,Fourth Edition,{Title:Behavior Assessment}{Title:Principles of Behavioral Assessment},,,2017,,Summer,,,,,10,8,,20,2,,,,5,,,,,,,,
University of Nevada Reno,Psychology,4323 BCaBA,4323, BCaBA,PSY 699 Ethics and Professional Issues (Summer 2015),PSY 699,Graduate,3,Fourth Edition,{Number:PSY 699}{Title:Adv Special Topics Topic: Ethics & Professional Issues},,,2015,,Summer,,,,20,,,,,,5,,,5,,,,,,,,
University of Nevada Reno,Psychology,4445 BCaBA,4445, BCaBA,Ethics in Behavior Analysis,Psy395,Undergraduate,45,Fourth Edition,{Title:Ethics},,,2017,,Spring,,,,15,,,,,,,1,3,25,,,,,,,,
University of Nevada Reno,Psychology,4292 BCBA,4292, BCBA,Behavioral Interventions (Spring 2014),PSY: 783,Graduate,3,Fourth Edition,{Title:Behavioral Interventions },,,2014,,Spring,,,,,,5,,,20,5,5,,10,,,,,,,,
University of Nevada Reno,Psychology,4323 BCaBA,4323, BCaBA,PSY 695: Advanced Special Topics (Spring 2018),PSY 695,Graduate,3,Fourth Edition,{Number:PSY 695}{Title:Ethics in Psychology},,,2018,,Spring,,,,20,,,,,,5,,,5,,,,,,,,
University of Nevada Reno,Psychology,51119 BCaBA,51119, BCaBA,Research Methods in Behavior Analysis,PSY 701,Undergraduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,,,,45,,,
University of Nevada Reno,Psychology,4445 BCaBA,4445, BCaBA,Experimental Analysis of Behavior,Psy472,Undergraduate,45,Fourth Edition,{Title:EAB},,,2017,,Spring,,,,,12,12,1,,20,,,,11,,,,,,,,
University of Nevada Reno,Psychology,4323 BCaBA,4323, BCaBA,Research Methods in Applied Behavior Analysis (Spring 2014),PSY: 699,Graduate,3,Fourth Edition,{Title:Rsch Meth appl},,,2014,,Spring,,,,,,15,20,,,,,,10,,,,,,,,
University of Nevada Reno,Education,51001 BCBA,51001, BCBA,Advanced Behavior Management in Severe Disabilities,EDSP 721,Graduate,3,Fifth Edition,,,,,,,,,,,,,,,,,,,,,,,,,15,24,6
University of Nevada Reno,Psychology,51120 BCBA,51120, BCBA,Principles in Behavior Analysis,PSY 609,Graduate,3,Fifth Edition,{Title:Principles of Behavior},8/1/2019,,,,,,,,,,,,,,,,,,,,45,,,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Behavior  Analysis of Language & Cognition,PSy747,Graduate,45,Fourth Edition,{Number:PSY747}{Title:Beh Anal Lang},,,2015,,Fall,,,,,,,,10,10,10,,,15,,,,,,,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Behavioral Systems Analysis,PSY769,Graduate,3,Fourth Edition,{Number:Psy769}{Title:Beh Systems},,,2009,,Fall,,,,,,,,,20,10,15,,,,,,,,,,
University of Nevada Reno,Psychology,51119 BCaBA,51119, BCaBA,Behavioral and Systems Assessment,PSY 713,Undergraduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,,,,,45,,
University of Nevada Reno,Psychology,4322 BCBA,4322, BCBA,Teaching Students with Intellectual Disabilities ,EDSP467/667,Graduate,45,Fourth Edition,{Number:EDSP 467}{Number:EDSP 667},,,2009,,Fall,,,,,,,,10,15,10,,,10,,,,,,,,
University of New Brunswick,Psychology,4227 BCaBA,4227, BCaBA,[Fall 2017] Advanced Applied Behaviour Analysis,PSYC 4603,Undergraduate,3,Fourth Edition,{Title:ADVANCED ABA},,,2017,,Fall,,,,,3,,,4,14,5,5,5,,,,,,,,,
University of New Brunswick,Psychology,4227 BCaBA,4227, BCaBA,Advanced Applied Behaviour Analysis,PSYC 3673 / 4515,Undergraduate,3,Fourth Edition,{Number:PSYC 4603}{Title:Advanced ABA}{Number:PSYC 4515},,,2014,,Summer,,,,,3,,,4,14,5,5,5,,,,,,,,,
University of New Brunswick,Psychology,4227 BCaBA,4227, BCaBA,Skills in Applied Behaviour Analysis,PSYC 3345 / 3555,Undergraduate,1,Fourth Edition,{Number:PSYC 3555}{Title:Skills in ABA},,,2018,,Summer,,,,,,,,,,,,,15,,,,,,,,
University of New Brunswick,Psychology,4227 BCaBA,4227, BCaBA,Introduction to Applied Behaviour Analysis,PSYC 3663 / 3515,Undergraduate,3,Fourth Edition,{Title:Applied Behaviour Analysis}{Number:PSYC 3515},9/4/2019,,2014,,Summer,,,,,6,10,5,5,8,,,,,,,,,,,,
University of New Brunswick,Psychology,4227 BCaBA,4227, BCaBA,Language Development,PSYC 3213,Undergraduate,3,Fourth Edition,{Title:Language Development},,,2014,,Summer,,,,,6,,,6,8,,,,,,,,,,,,
University of New Brunswick,Psychology,4227 BCaBA,4227, BCaBA,Foundations of Learning,PSYC 2613 / 2515,Undergraduate,3,Fourth Edition,{Title:Foundations of Learning}{Number:PSYC 2515},9/4/2019,,2014,,Summer,,,,,30,,,,,,,,,,,,,,,,
University of New Brunswick,Psychology,4227 BCaBA,4227, BCaBA,Topics in Behaviour Analysis: Ethical Considerations,PSYC 3365 / 3525,Undergraduate,1,Fourth Edition,{Title:Topics in ABA: Ethics}{Number:PSYC 3525},,,2014,,Summer,,,,15,,,,,,,,,,,,,,,,,
University of New Brunswick,Psychology,4227 BCaBA,4227, BCaBA,Topics in Behaviour Assessment,PSYC 3325 / 3535,Undergraduate,1,Fourth Edition,{Title:Topics in Behaviour Assessment}{Number:PSYC 3535},,,2014,,Summer,,,,,,,,15,,,,,,,,,,,,,
University of New Brunswick,Psychology,4227 BCaBA,4227, BCaBA,Topics in Behaviour Intervention,PSYC 3335 / 3545,Undergraduate,1,Fourth Edition,{Title:Topics in Behaviour Intervention}{Number:PSYC 3545},,,2018,,Summer,,,,,,,,,15,,,,,,,,,,,,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,Intro to ABA,SPCD 519,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,12,,,,6,27,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,ABA Supervision & Consultation,SPCD 507,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,,,,15,30
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,Advanced Applied Behavior Analysis,SPCD 505,Graduate,3,Fourth Edition,{Title:Sem: Advanced ABA},,,2013,,Fall,,,,,14,4,1,3,17,3,3,,,,,,,,,,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,Advanced ABA,SPCD 505,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,45,,,,,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,Ethics and Professionalism,SPCD 593,Graduate,3,Fourth Edition,{Title:T: Ethics and Professionalism},,,2013,,Fall,,,,45,,,,,,,,,,,,,,,,,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,The Application of Applied Behavior Analysis in the Special Education Classroom,SPCD 519,Graduate,3,Fourth Edition,{Title:ABA in the Classroom},,,2013,,Fall,,,,,12,6,1,5,13,2,3,3,,,,,,,,,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,Single Case Research Design,SPCD 619,Graduate,3,Fourth Edition,{Title:Single Case Research Design},,,2013,,Fall,,,,,10,9,16,5,5,,,,,,,,,,,,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,Ethics and Professionalism in Applied Behavior Analysis,SPCD 597,Graduate,3,Fourth Edition,{Number:SPCD 593}{Title:Ethics in ABA},,,2017,,Spring,,,,45,,,,,,,,,,,,,,,,,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,Assessment in ABA,SPCD 506,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,,,39,6,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,Single Case Research Design,SPCD 597,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,,45,,,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,The Application of Applied Behavior Analysis to Academic Research in Special Education,SPCD 619,Graduate,3,Fourth Edition,{Title:ABA App To Acad Rsch},,,2013,,Fall,,,,,10,9,16,5,5,,,,,,,,,,,,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,Teaching Students with Intensive Communication Needs,SPCD 582,Graduate,3,Fourth Edition,{Title:Tch Stds-Intensive Com Needs},,,2013,,Fall,,,,,5,2,1,7,5,3,1,1,20,,,,,,,,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,Ethics in ABA,SPCD 509,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,45,,,,,,,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,Advanced Field Experience in Applied Behavior Analysis,SPCD 594,Graduate,3,Fourth Edition,{Number:SPCD 595}{Title:Adv Field Experience},,,2014,,Spring,,,,,4,4,1,10,5,2,3,6,10,,,,,,,,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,Foundaions of ABA,SPCD 508,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,33,,,,,12,
University of New Mexico,Department of Special Education,4121 BCBA,4121, BCBA,Advanced Field Experience in Applied Behavior Analysis,SPCD 595,Graduate,3,Fourth Edition,{Title:Adv Field Experience},,,2014,,Spring,,,,,4,4,1,10,5,2,3,6,10,,,,,,,,
University of North Alabama,Psychology,4256 BCaBA,4256, BCaBA,Behavioral Interventions,PY 457,Undergraduate,3,Fourth Edition,{Title:Behavioral Interventions},,,2014,,Fall,,,,,,,,15,25,,5,,,,,,,,,,
University of North Alabama,Psychology,4256 BCaBA,4256, BCaBA,Introduction to Applied Behavior Analysis,PY 455,Undergraduate,3,Fourth Edition,{Title:Intro to Applied Beh Analysis},,,2014,,Fall,,,,,45,,,,,,,,,,,,,,,,
University of North Alabama,Psychology,4256 BCaBA,4256, BCaBA,Research Methods and Ethics in Applied Behavior Analysis,PY 456,Undergraduate,3,Fourth Edition,{Title:Methods and Ethics in ABA},,,2014,,Fall,,,,15,,10,5,,,,,,15,,,,,,,,
University of North Alabama,Psychology,4256 BCaBA,4256, BCaBA,Advanced Applied Behavior Analysis,PY 458,Undergraduate,3,Fourth Edition,{Title:Advanced ABA},,,2014,,Fall,,,,,,,,15,20,5,,5,,,,,,,,,
University of North Carolina Charlotte,Special Education,51033 BCBA,51033, BCBA,Science and Philosophy in Behavior Analysis,SPED 5201,Graduate,3,Fifth Edition,,1/5/2020,,,,,,,,,,,,,,,,,,,21,24,,,,,
University of North Carolina Charlotte,Special Education,51033 BCBA,51033, BCBA,Behavior Analytic Intervention in Communication,SPED 6225,Graduate,3,Fifth Edition,,1/8/2020,,,,,,,,,,,,,,,,,,,,,,,6,39,
University of North Carolina Charlotte,Special Education,51033 BCBA,51033, BCBA,Supervision and Consultation in Behavior Analytic Programming,SPED 5202,Graduate,3,Fifth Edition,,1/5/2020,,,,,,,,,,,,,,,,,,,,,,,,15,30
University of North Carolina Charlotte,Special Education,51033 BCBA,51033, BCBA,Single Case Research,RSCH 7113,Graduate,3,Fifth Edition,,8/15/2019,,,,,,,,,,,,,,,,,,,,,,45,,,
University of North Carolina Charlotte,Special Education,51033 BCBA,51033, BCBA,Behavioral Assessment,SPED 6502,Graduate,3,Fifth Edition,,8/15/2019,,,,,,,,,,,,,,,,,,,,,,,39,6,
University of North Carolina Charlotte,Special Education,51033 BCBA,51033, BCBA,"Ethics, Compliance, and Professionalism in Behavior Analysis",SPED 5203,Graduate,3,Fifth Edition,,1/5/2020,,,,,,,,,,,,,,,,,,45,,,,,,,
University of North Carolina Charlotte,Special Education,51033 BCBA,51033, BCBA,Concepts and Principles of Behavior Behavior Analysis,SPED 5200,Graduate,3,Fifth Edition,,8/15/2019,,,,,,,,,,,,,,,,,,,,45,,,,,
University of North Carolina Wilmington,Psychology,4289 BCBA,4289, BCBA,"Cultural, Ethical, and Legal Issues in Mental Health",552,Graduate,3,Fourth Edition,{Title:Law Ethics & Culture in Pract},,,2015,,Spring,,,,45,,,,,,,,,,,,,,,,,
University of North Carolina Wilmington,Psychology,4289 BCBA,4289, BCBA,Smal-n Research Design,515,Graduate,3,Fourth Edition,{Title:Small-n Research Design},,,2015,,Spring,,,,,,15,10,10,,,,,10,,,,,,,,
University of North Carolina Wilmington,Psychology,4289 BCBA,4289, BCBA,"Behavior Analysis Implementation, Considerations, and Management",596,Graduate,2,Fourth Edition,{Title:ABA Considerations},,,2015,,Spring,,,,,,,,5,,10,,10,5,,,,,,,,
University of North Carolina Wilmington,Psychology,4289 BCBA,4289, BCBA,Learning and Behavior Analysis,517,Graduate,3,Fourth Edition,{Title:Learning and Behavior Analysis},,,2015,,Spring,,,,,10,5,5,,15,,,,10,,,,,,,,
University of North Carolina Wilmington,Psychology,51041 BCBA,51041, BCBA,ABA: Assess. & Intervention 1,PSY 518,Graduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,,,,,,25,20,
University of North Carolina Wilmington,Psychology,4289 BCBA,4289, BCBA,Applied Behavior Analysis: Skill Acquisition,521,Graduate,3,Fourth Edition,{Title:ABA: Skill Acquisition},,,2015,,Spring,,,,,,,,5,15,,10,,,,,,,,,,
University of North Carolina Wilmington,Psychology,4289 BCBA,4289, BCBA,Applied Behavior Analysis,518,Graduate,3,Fourth Edition,{Title:Applied Behavior Analysis},,,2015,,Spring,,,,,,5,5,10,15,,,,10,,,,,,,,
University of North Carolina Wilmington,Psychology,4289 BCBA,4289, BCBA,Advanced Topics in Behavior Analysis,522,Graduate,3,Fourth Edition,{Title:Adv Topics: Behavior Analysis},,,2015,,Spring,,,,,,,,5,15,,10,,15,,,,,,,,
University of North Carolina Wilmington,Psychology,51041 BCBA,51041, BCBA,ABA: Ethics,PSY 592,Graduate,3,Fifth Edition,,8/1/2019,,,,,,,,,,,,,,,,,,45,,,,,,,
